Text,Speaker,Episode,Season,Show
"(She exits, and after the door is closed, Chandler turns to Joey and…)",,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Ha! Ha! Ha!,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" (entering, wearing Santa pants) Hello!",Phoebe,Episode-19-The One With All The Haste,Season-04,Friends
 Ho! Ho! Ho!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Excuse me.,Phoebe,Episode-19-The One With All The Haste,Season-04,Friends
 Your pants!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 What?,Phoebe,Episode-19-The One With All The Haste,Season-04,Friends
 Santa pants. (Phoebe still doesn’t get it.) Santa Claus’s pants.,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Hey, guys, what-what should I wear to a Knicks game?",Monica,Episode-19-The One With All The Haste,Season-04,Friends
" Uhh, a T-shirt that says, ""I don’t belong here.""",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Yeah!,Joey,Episode-19-The One With All The Haste,Season-04,Friends
 Yeah we do!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Boy! I didn’t see that coming!,Phoebe,Episode-19-The One With All The Haste,Season-04,Friends
 Are you serious?,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 What do you say?,Monica,Episode-19-The One With All The Haste,Season-04,Friends
" Forget it! Okay, I’m not giving up my bachelor pad for some basketball seats!",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Have you even had a girl up here?,Monica,Episode-19-The One With All The Haste,Season-04,Friends
" No. But uh, Joey has, and I usually talk to them in the morning time.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Come on!,Joey,Episode-19-The One With All The Haste,Season-04,Friends
" (ignoring him) Yes, Gunther, can I get two cups of chino, please?",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Come on, season tickets! Season tickets, do you know what that means?",Joey,Episode-19-The One With All The Haste,Season-04,Friends
" Forget it! Okay, I’m not giving up the apartment.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Hey!,Joey,Episode-19-The One With All The Haste,Season-04,Friends
 Oh my God!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Oh yeah, Emily convinced me to do it.",Ross,Episode-19-The One With All The Haste,Season-04,Friends
 You do know that Wham broke up?,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Oh-no, don’t try and talk all normal with that thing in your ear.",Joey,Episode-19-The One With All The Haste,Season-04,Friends
 Where is Emily?,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Ugh, she’s saying good-bye to her uncle.",Ross,Episode-19-The One With All The Haste,Season-04,Friends
" Man, didn’t she like just get here?",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Yeah!! Yeah!,Ross,Episode-19-The One With All The Haste,Season-04,Friends
 Easy tiger.,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" I just, I hate this so much! I mean, every time I go pick her up at the airport, it’s-it’s so great. But at the same time I’m thinking, ""Well, I’m gonna be right back there in a couple of days, dropping her off.""",Ross,Episode-19-The One With All The Haste,Season-04,Friends
 So what are you going to do?,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 I could ask her to live with me!,Ross,Episode-19-The One With All The Haste,Season-04,Friends
 Are you serious?,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" I mean, why not! I mean, I mean why not?!",Ross,Episode-19-The One With All The Haste,Season-04,Friends
" Because you’ve only known her for six weeks! Okay, I’ve got a carton of milk in my fridge I’ve had a longer relationship with!",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Look guys, when I’m with her it’s-it’s-it’s like she brings this-this-this great side out of me. I mean I-I-I love her, y’know?",Ross,Episode-19-The One With All The Haste,Season-04,Friends
" And I love the milk! But, I’m not gonna some British girl to move in with me! (Realizes that made no sense.) Joey, you say things now.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Yeah, no, you’re right, I know, you’re right, I’m not, I’m not gonna do it. All right, thanks guys. (Gets up to leave.)",Ross,Episode-19-The One With All The Haste,Season-04,Friends
" Okay, no problem, just remember to wake us up before you go-go.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Or I’ll give them to my new boyfriend, Joshua.",Rachel,Episode-19-The One With All The Haste,Season-04,Friends
 No thank you.,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Wait-wait-wait-wait! (To Chandler) Come on! Come on, let’s trade! The timing’s perfect, I just clogged the toilet!",Joey,Episode-19-The One With All The Haste,Season-04,Friends
" Look, I want those basketball seats as much as you do! Okay, but we can’t leave in the small apartment after we’ve lived here! Didn’t you ever read Flowers for Algernon?",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Yes! Didn’t you ever read Sports Illustrated?! No! I didn’t read yours! But come on, we can go to the game tonight!",Joey,Episode-19-The One With All The Haste,Season-04,Friends
" Look, the only way I will even consider this is if they offer a lot more than just season seats.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 It’s the Knicks!,Joey,Episode-19-The One With All The Haste,Season-04,Friends
 Screw the Knicks!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Whoa!,Joey,Episode-19-The One With All The Haste,Season-04,Friends
 I didn’t mean that. I just meant that the apartment is worth so much more.,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Huh.,Joey,Episode-19-The One With All The Haste,Season-04,Friends
 And the Knicks rule all.,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Hey, so? Are you gonna do it?",Phoebe,Episode-19-The One With All The Haste,Season-04,Friends
" No. No. We’re not gonna do that, y’know why? Because its not an even trade.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" All right, so what do you say?",Monica,Episode-19-The One With All The Haste,Season-04,Friends
 No!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Oh, just do it!!",Monica,Episode-19-The One With All The Haste,Season-04,Friends
" Op, op, I’m convinced!",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Come on man, you know I’d do it for you! Because, you’re my best friend.",Joey,Episode-19-The One With All The Haste,Season-04,Friends
" All right, but you can’t use that again for a whole year. I’m in.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Okay!,Joey,Episode-19-The One With All The Haste,Season-04,Friends
 Okay!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" You wanna finish this right now? All right, we get a deck of cards, high card wins. What do you say?",Monica,Episode-19-The One With All The Haste,Season-04,Friends
" Fine, let’s do it.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Yeah! Here! (She grabs a deck out of her purse) Oh no, these are the trick deck. Okay. Here yes. Okay.",Phoebe,Episode-19-The One With All The Haste,Season-04,Friends
" Okay, you guys uh, you guys pick first",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Okay. (She picks a card.) Four.,Monica,Episode-19-The One With All The Haste,Season-04,Friends
 That’s a low one!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
(Both Joey and Chandler and Monica and Rachel jump up and down for joy.),,Episode-19-The One With All The Haste,Season-04,Friends
 Why are you screaming and hugging?,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Uh-huh, not as high as…(picks a card) It worked! King!",Joey,Episode-19-The One With All The Haste,Season-04,Friends
 Yeah baby!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 I don’t know!,Monica,Episode-19-The One With All The Haste,Season-04,Friends
 Tickets please! (Rachel hands over the tickets) That’s courtside baby!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Seriously, good game though. Good game. (He tries to congratulate them, but they pull away.) (To Chandler) What are they so mad about? They get the apartment back!",Joey,Episode-19-The One With All The Haste,Season-04,Friends
 No they didn’t!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" The hallway, Joey and Chandler are coming back from the game.]",[Scene,Episode-19-The One With All The Haste,Season-04,Friends
 Those were like the best seats ever.,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Oh yeah. Hey! Should we give these shirts to the girls? Y’know, kinda like a peace offering.",Joey,Episode-19-The One With All The Haste,Season-04,Friends
" Oh yeah, that’s very nice. Plus, y’know they were free and they’re too small.",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
"(He knocks on the girls’ door and walks in. Surprise! The girls, obviously using Star Trek technology, have completely moved everything in both apartments back to their original positions, all in the time it took for the guys to go to a basketball game. Wow! Anyhoo, Chandler is stunned, and Joey doesn’t even realise it.)",,Episode-19-The One With All The Haste,Season-04,Friends
" Oh. Oh, God! (He starts running around like a chicken with his head cut off.)",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Hey, want a beer? (Hands him a beer and sits down in one of the chairs.) (Jumping up.) WHOA!!!!",Joey,Episode-19-The One With All The Haste,Season-04,Friends
 I KNOW!!!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
(They both sprint to what used to be their apartment.),,Episode-19-The One With All The Haste,Season-04,Friends
 Open up! Open up! Open up!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" We’ll discuss it, in the morning! (Slams the door shut.)",Monica,Episode-19-The One With All The Haste,Season-04,Friends
 What the hell is going on?!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
"(She goes to close the door, but Chandler puts his foot it in.)",,Episode-19-The One With All The Haste,Season-04,Friends
" We are switching back, right now!",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" No, we’re not! We’re not leaving!",Monica,Episode-19-The One With All The Haste,Season-04,Friends
" Well, you’re gonna have to leave sometime, because you both have jobs, and as soon as you do, we’re switching it back! There’s nothing you can do to stop us! Right, Joe?",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 I don’t know.,Joey,Episode-19-The One With All The Haste,Season-04,Friends
 What?,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 I don’t want to move again!,Joey,Episode-19-The One With All The Haste,Season-04,Friends
" I don’t care, this is our apartment! And they stole—you stole it—our apartment, and we won that apartment fair and square, twice! And I am getting it back right now. I’m getting back right now!",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" All right. We figured you might respond this way, so we have a backup offer.",Rachel,Episode-19-The One With All The Haste,Season-04,Friends
" Oh no-no-no, no more offers. You can’t offer anything to us!",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
[Time lapse. The guys are entering their apartment.],,Episode-19-The One With All The Haste,Season-04,Friends
 Totally worth it!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 That was one good minute!,Joey,Episode-19-The One With All The Haste,Season-04,Friends
 Good night.,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
 Come on! Come on. Come on.,Ross,Episode-19-The One With All The Haste,Season-04,Friends
 Okay!,Chandler,Episode-19-The One With All The Haste,Season-04,Friends
"(Seeing Rachel’s apparently okay with this, the rest of the gang jumps up to congratulate Ross and Emily on their pending nuptials.)",,Episode-19-The One With All The Haste,Season-04,Friends
" Oh, well, that’s great!",Chandler,Episode-19-The One With All The Haste,Season-04,Friends
" Joey’s bedroom, he is asleep and snoring loudly. Chandler enters wondering who left their engine running.]",[Scene,Episode-20-The One With All the Wedding Dresses,Season-04,Friends
 Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,Chandler,Episode-20-The One With All the Wedding Dresses,Season-04,Friends
